,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code,raised_amount_usd
352,/organization/rent-com,Rent.com,|Curated Web|,Curated Web,USA,CA,Los Angeles,Santa Monica,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2004-12-01,2004-12,2004-Q4,2004.0,415000000,USD,17000000
354,/organization/reva-systems,Reva Systems,|Hardware + Software|,Hardware + Software,USA,MA,Boston,Westford,/organization/odin,ODIN,|Health Care|Social Media|Software|,Health Care,USA,VA,"Washington, D.C.",Ashburn,2010-12-14,2010-12,2010-Q4,2010.0,50000000,USD,23500000
357,/organization/rhythm-newmedia,Rhythm NewMedia,|App Marketing|Mobile Video|Advertising|,Advertising,USA,CA,SF Bay Area,Mountain View,/organization/blinkx,blinkx,|Search|Games|,Games,USA,CA,SF Bay Area,San Francisco,2013-12-03,2013-12,2013-Q4,2013.0,65000000,USD,23101322
358,/organization/right-media,Right Media,|Advertising|,Advertising,USA,NY,New York City,New York,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2007-04-01,2007-04,2007-Q2,2007.0,850000000,USD,45000000
359,/organization/rockmelt,Rockmelt,|Facebook Applications|Browser Extensions|Social Media|,Browser Extensions,USA,CA,SF Bay Area,Mountain View,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2013-08-01,2013-08,2013-Q3,2013.0,65000000,USD,38200000
362,/organization/buddymedia,Salesforce Buddy Media,|Social Network Media|Social Media Marketing|Apps|SaaS|Software|Media|Social Media|Facebook Applications|Enterprise Software|,Social Network Media,USA,NY,New York City,New York,/organization/salesforce,Salesforce,|Software|Hardware + Software|Enterprises|Cloud Computing|,Enterprise Software,USA,CA,SF Bay Area,San Francisco,2012-06-04,2012-06,2012-Q2,2012.0,689000000,USD,85000000
364,/organization/sandforce,SandForce,|Storage|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Milpitas,/organization/lsi,LSI,|Semiconductors|Video|Hardware + Software|,Semiconductors,USA,CA,SF Bay Area,Milpitas,2011-10-26,2011-10,2011-Q4,2011.0,400000000,USD,46000000
366,/organization/scanscout,ScanScout,|Advertising|,Advertising,USA,MA,Boston,Boston,/organization/tremor-video,Tremor Video,|Advertising|,Advertising,USA,NY,New York City,New York,2010-12-08,2010-12,2010-Q4,2010.0,86000000,USD,15500000
368,/organization/seamicro,SeaMicro,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Sunnyvale,/organization/amd,AMD,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,2012-03-23,2012-03,2012-Q1,2012.0,334000000,USD,20000000
370,/organization/semprus-biosciences,Semprus BioSciences,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/teleflex,Teleflex,|Medical Devices|,Medical Devices,USA,PA,Philadelphia,Royersford,2012-06-25,2012-06,2012-Q2,2012.0,30000000,USD,26000000
373,/organization/seragon-pharmaceuticals,Seragon Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/genentech,Genentech,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,2014-07-01,2014-07,2014-Q3,2014.0,725000000,USD,30000000
376,/organization/sidestep,SideStep,|Ticketing|Hotels|Travel|,Hotels,USA,CA,SF Bay Area,Santa Clara,/organization/kayak,KAYAK,|Travel|Search|,Travel,USA,CT,Hartford,Stamford,2007-12-01,2007-12,2007-Q4,2007.0,180000000,USD,32000000
377,/organization/sierra-design-automation,Sierra Design Automation,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,2007-06-11,2007-06,2007-Q2,2007.0,100000000,USD,19000000
378,/organization/sierra-monolithics,Sierra Monolithics,|Public Relations|,Public Relations,USA,CA,Los Angeles,Redondo Beach,/organization/semtech,Semtech,|Semiconductors|,Semiconductors,USA,CA,Santa Barbara,Camarillo,2009-11-19,2009-11,2009-Q4,2009.0,180000000,USD,25200000
381,/organization/siliconblue-technologies,SiliconBlue Technologies,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/lattice-semiconductor,Lattice Semiconductor,|Semiconductors|,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,2011-12-08,2011-12,2011-Q4,2011.0,62000000,USD,57005567
382,/organization/silver-tail-systems,Silver Tail Systems,|Software|Fraud Detection|Security|Analytics|,Fraud Detection,USA,CA,SF Bay Area,Menlo Park,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2012-10-30,2012-10,2012-Q4,2012.0,250000000,USD,22100000
383,/organization/silversky,Silversky,|Information Technology|Network Security|Security|Software|,Information Technology,USA,CT,Hartford,Milford,/organization/bae-systems,BAE Systems,|Transportation|Manufacturing|,Transportation,USA,MD,"Washington, D.C.",Rockville,2014-10-21,2014-10,2014-Q4,2014.0,232500000,USD,54000000
387,/organization/siperian,Siperian,|Analytics|,Analytics,USA,CA,SF Bay Area,Foster City,/organization/informatica,Informatica,|Big Data Analytics|Mobile Devices|Cloud Computing|Data Integration|Software|,Mobile Devices,USA,CA,SF Bay Area,Redwood City,2010-01-29,2010-01,2010-Q1,2010.0,130000000,USD,25000000
388,/organization/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,MA,Boston,Cambridge,/organization/glaxosmithkline,GlaxoSmithKline,|Health Care|Health and Wellness|Pharmaceuticals|Biotechnology|,Health Care,USA,NJ,Newark,Middlesex,2008-04-22,2008-04,2008-Q2,2008.0,720000000,USD,77000000
389,/organization/skybox-imaging,Skybox Imaging,|Aerospace|Big Data|,Aerospace,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2014-06-10,2014-06,2014-Q2,2014.0,500000000,USD,91000000
390,/organization/slide,Slide,|Software|Social Network Media|Photography|Web Tools|Public Relations|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2010-08-06,2010-08,2010-Q3,2010.0,182000000,USD,78000000
392,/organization/slingmedia,Sling Media,|Television|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Foster City,/organization/echostar,EchoStar,|Hardware + Software|,Hardware + Software,USA,CO,Denver,Englewood,2007-09-24,2007-09,2007-Q3,2007.0,380000000,USD,14500000
396,/organization/smartsynch,SmartSynch,|Web Hosting|,Web Hosting,USA,MS,Jackson,Jackson,/organization/itron,Itron,|Water|Clean Energy|Clean Technology|,Water,USA,WA,WA - Other,Liberty Lake,2012-02-15,2012-02,2012-Q1,2012.0,100000000,USD,12000000
397,/organization/snapfish,Snapfish,|Photography|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Hardware + Software,USA,CA,SF Bay Area,Palo Alto,2005-04-01,2005-04,2005-Q2,2005.0,300000000,USD,43500000
398,/organization/snapin-software,SNAPin Software,|Software|,Software,USA,WA,Seattle,Bellevue,/organization/nuance,Nuance Communications,|Software|,Software,USA,MA,Boston,Burlington,2008-08-13,2008-08,2008-Q3,2008.0,204260000,USD,22300000
402,/organization/solidcore-systems,Solidcore Systems,|Software|,Software,USA,CA,SF Bay Area,Cupertino,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,2009-05-15,2009-05,2009-Q2,2009.0,47000000,USD,40000000
403,/organization/solstice-neurosciences,Solstice Neurosciences,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,/organization/us-worldmeds,US WorldMeds,|Health Care|,Health Care,USA,OH,Akron - Canton,Louisville,2010-08-13,2010-08,2010-Q3,2010.0,35700000,USD,85000000
406,/organization/spaceclaim,SpaceClaim,|Software|,Software,USA,MA,Boston,Concord,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2014-05-01,2014-05,2014-Q2,2014.0,85000000,USD,49000000
407,/organization/spaceclaim,SpaceClaim,|Software|,Software,USA,MA,Boston,Concord,/organization/ansys,ANSYS,|Software|,Software,USA,PA,Pittsburgh,Canonsburg,2014-05-01,2014-05,2014-Q2,2014.0,85000000,USD,49000000
408,/organization/springsource,SpringSource,|Software|,Software,USA,CA,SF Bay Area,San Mateo,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2009-08-10,2009-08,2009-Q3,2009.0,362000000,USD,37339356
410,/organization/starcite,"StarCite, Part of Active Network",|Curated Web|,Curated Web,USA,PA,Philadelphia,Philadelphia,/organization/activenetwork,ACTIVE Network,|Software|,Software,USA,TX,Dallas,Dallas,2010-12-30,2010-12,2010-Q4,2010.0,51000000,USD,15000000
411,/organization/storwize,Storwize,|Storage|,Storage,USA,MA,Boston,Marlborough,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2010-06-14,2010-06,2010-Q2,2010.0,140000000,USD,28000000
412,/organization/stromedix,Stromedix,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/biogen-idec,Biogen Idec,|Health and Wellness|Biotechnology|,Health and Wellness,USA,MA,Boston,Weston,2014-02-01,2014-02,2014-Q1,2014.0,750000000,USD,28000000
415,/organization/surgient,Surgient,|Software|,Software,USA,TX,Austin,Austin,/organization/quest-software,Quest Software,|Software|,Software,USA,CA,Anaheim,Aliso Viejo,2010-11-10,2010-11,2010-Q4,2010.0,35000000,USD,20000000
421,/organization/taligen-therapeutics,Taligen Therapeutics,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/alexion-pharmaceuticals,Alexion Pharmaceuticals,|Health and Wellness|Medical|Biotechnology|,Medical,USA,CT,Hartford,Cheshire,2011-01-31,2011-01,2011-Q1,2011.0,111000000,USD,78750000
422,/organization/tapcommerce,TapCommerce,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/twitter,Twitter,|Software|SMS|MicroBlogging|Messaging|Social Media|,Software,USA,CA,SF Bay Area,San Francisco,2014-06-30,2014-06,2014-Q2,2014.0,100000000,USD,10500000
424,/organization/teknovus,Teknovus,|Semiconductors|,Semiconductors,USA,CA,Napa Valley,Petaluma,/organization/broadcom,Broadcom,|Semiconductors|Mobile|,Semiconductors,USA,CA,Anaheim,Irvine,2010-03-08,2010-03,2010-Q1,2010.0,123000000,USD,57000000
425,/organization/telecommunication-systems,TeleCommunication Systems,|Mobile|,Mobile,USA,MD,Baltimore,Annapolis,/organization/networks-in-motion,Networks in Motion,|Wireless|Navigation|Maps|SEO|Mobile|,Navigation,USA,CA,Anaheim,Aliso Viejo,2009-12-15,2009-12,2009-Q4,2009.0,181000000,USD,15000000
427,/organization/teranetics,Teranetics,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,/organization/plx-technology,PLX Technology,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,2010-09-27,2010-09,2010-Q3,2010.0,35800000,USD,20000000
429,/organization/huffingtonpost,The Huffington Post,|Publishing|Media|News|,Publishing,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2011-02-07,2011-02,2011-Q1,2011.0,315000000,USD,35000000
430,/organization/huffingtonpost,The Huffington Post,|Publishing|Media|News|,Publishing,USA,NY,New York City,New York,/organization/aol,AOL,|Advertising Platforms|Content Creators|Digital Media|News|,Service Provider,USA,NY,New York City,New York,2011-02-07,2011-02,2011-Q1,2011.0,315000000,USD,35000000
432,/organization/ticketsnow,TicketsNow,|Auctions|E-Commerce|,Auctions,USA,IL,Chicago,Rolling Meadows,/organization/ticketmaster,Ticketmaster,|Curated Web|,Curated Web,USA,CA,Los Angeles,West Hollywood,2008-01-01,2008-01,2008-Q1,2008.0,265000000,USD,34000000
433,/organization/tier-3-2,Tier 3,|Cloud Computing|PaaS|IaaS|Enterprise Software|,Enterprise Software,USA,WA,Seattle,Bellevue,/organization/centurylink,CenturyLink,|Public Relations|,Public Relations,USA,LA,Monroe,Monroe,2013-11-19,2013-11,2013-Q4,2013.0,200000000,USD,18500000
435,/organization/topera,Topera,|3D|Medical|Medical Devices|Health Care|,Medical Devices,USA,CA,San Diego,San Diego,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2014-10-29,2014-10,2014-Q4,2014.0,250000000,USD,25000000
436,/organization/topsy-labs,Topsy Labs,|Twitter Applications|Social Media|Real Time|Search|Analytics|,Twitter Applications,USA,CA,SF Bay Area,San Francisco,/organization/apple,Apple,|Computers|Consumer Electronics|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Cupertino,2013-12-02,2013-12,2013-Q4,2013.0,200000000,USD,26900000
438,/organization/trapeze-networks,Trapeze Networks,|Wireless|Security|,Wireless,USA,CA,SF Bay Area,Pleasanton,/organization/juniper-networks,Juniper Networks,|Communications Hardware|Technology|Security|,Communications Hardware,USA,CA,SF Bay Area,Sunnyvale,2010-11-01,2010-11,2010-Q4,2010.0,152000000,USD,47500000
439,/organization/trapeze-networks,Trapeze Networks,|Wireless|Security|,Wireless,USA,CA,SF Bay Area,Pleasanton,/organization/belden,Belden,|Manufacturing|,Manufacturing,USA,MO,St. Louis,St Louis,2008-06-06,2008-06,2008-Q2,2008.0,133000000,USD,47500000
441,/organization/tripit,TripIt,|Social Media|Travel|,Social Media,USA,CA,SF Bay Area,San Francisco,/organization/concur-technologies,Concur Technologies,|Technology|Cloud Management|Travel|Software|,Travel,USA,WA,Seattle,Redmond,2011-01-13,2011-01,2011-Q1,2011.0,120000000,USD,12100000
442,/organization/troika-networks,Troika Networks,|Web Hosting|,Web Hosting,USA,CA,Los Angeles,Westlake Village,/organization/qlogic,QLogic,|Web Hosting|,Web Hosting,USA,CA,Anaheim,Aliso Viejo,2005-10-19,2005-10,2005-Q4,2005.0,36500000,USD,14400000
443,/organization/trovix,Trovix,|Search|Consulting|,Search,USA,CA,SF Bay Area,Mountain View,/organization/monster,Monster,|Employment|Search|,Employment,USA,NY,New York City,New York,2008-07-31,2008-07,2008-Q3,2008.0,72500000,USD,18250000
445,/organization/the-trunk-club,Trunk Club,|Retail|Fashion|,Fashion,USA,IL,Chicago,Chicago,/organization/nordstrom,Nordstrom,|Consumer Goods|Brand Marketing|Fashion|,Fashion,USA,WA,Seattle,Seattle,2014-07-31,2014-07,2014-Q3,2014.0,350000000,USD,11000000
446,/organization/trustedid,TrustedID,|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/equifax,Equifax,|Consulting|,Consulting,USA,GA,Atlanta,Atlanta,2013-07-08,2013-07,2013-Q3,2013.0,30000000,USD,25000000
449,/organization/turbine,Turbine,|Social Games|Games|,Games,USA,CA,SF Bay Area,Redwood City,/organization/warner-bros,Warner Bros.,|Entertainment Industry|Film Production|TV Production|,Film Production,USA,CA,Los Angeles,Burbank,2010-04-20,2010-04,2010-Q2,2010.0,160000000,USD,76600000
450,/organization/twitch,Twitch,|Social Media|Video Streaming|Video Games|Video|,Video Games,USA,CA,SF Bay Area,San Francisco,/organization/amazon,Amazon,|Consumer Goods|Groceries|Crowdsourcing|E-Commerce|,Consumer Goods,USA,WA,Seattle,Seattle,2014-08-25,2014-08,2014-Q3,2014.0,970000000,USD,35000000
452,/organization/vativ-technologies,Vativ Technologies,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,/organization/entropic-communications,Entropic Communications,|Semiconductors|,Semiconductors,USA,CA,San Diego,San Diego,2008-04-04,2008-04,2008-Q2,2008.0,43780000,USD,11000000
454,/organization/vessix-vascular,Vessix Vascular,|Health Care|,Health Care,USA,CA,Los Angeles,Laguna Hills,/organization/boston-scientific,Boston Scientific,|Life Sciences|Medical|Technology|Business Services|,Business Services,USA,MA,Boston,Natick,2012-11-01,2012-11,2012-Q4,2012.0,300000000,USD,23000000
455,/organization/vicept-therapeutics,Vicept Therapeutics,|Medical|Biotechnology|,Biotechnology,USA,PA,Philadelphia,Malvern,/organization/allergan,Allergan,|Medical|Pharmaceuticals|Biotechnology|,Medical,USA,CA,Anaheim,Irvine,2011-07-19,2011-07,2011-Q3,2011.0,275000000,USD,16000000
456,/organization/videoiq,VideoIQ,|Analytics|,Analytics,USA,MA,Boston,Bedford,/organization/avigilon-corporation,Avigilon Corporation,|Hardware + Software|,Hardware + Software,CAN,BC,Vancouver,Vancouver,2013-12-31,2013-12,2013-Q4,2013.0,32000000,USD,29000000
458,/organization/virident-systems,Virident Systems,|Technology|Clean Technology|Hardware|Enterprise Software|,Technology,USA,CA,SF Bay Area,Milpitas,/organization/western-digital-2,Western Digital,|Hardware|,Hardware,USA,CA,Anaheim,Irvine,2013-09-09,2013-09,2013-Q3,2013.0,685000000,USD,72954999
459,/organization/virident-systems,Virident Systems,|Technology|Clean Technology|Hardware|Enterprise Software|,Technology,USA,CA,SF Bay Area,Milpitas,/organization/western-digital,West,|Hardware + Software|,Hardware + Software,USA,CA,Anaheim,Lake Forest,2013-09-09,2013-09,2013-Q3,2013.0,685000000,USD,72954999
460,/organization/visiogen,Visiogen,|Health Care|,Health Care,USA,CA,Anaheim,Irvine,/organization/abbott,Abbott Labs,|Health and Wellness|Venture Capital|Medical|Biotechnology|,Health and Wellness,USA,IL,Chicago,Des Plaines,2009-09-03,2009-09,2009-Q3,2009.0,400000000,USD,40000000
462,/organization/vitrue,Vitrue,|Advertising|Sales and Marketing|Social Media Marketing|Social Media Advertising|Social Media|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Atlanta,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2012-05-23,2012-05,2012-Q2,2012.0,300000000,USD,30800000
464,/organization/vocalocity,Vocalocity,|Communications Hardware|VoIP|Enterprise Software|,Communications Hardware,USA,GA,Atlanta,Atlanta,/organization/vonage,Vonage,|Telecommunications|Mobile|,Telecommunications,USA,NJ,Newark,Holmdel,2013-10-10,2013-10,2013-Q4,2013.0,130000000,USD,13600000
465,/organization/vontu,Vontu,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/symantec,Symantec,|Security|,Security,USA,CA,SF Bay Area,Mountain View,2007-11-05,2007-11,2007-Q4,2007.0,350000000,USD,20000000
466,/organization/vovici,Vovici,|Communities|Enterprise Software|,Communities,USA,VA,"Washington, D.C.",Dulles,/organization/verint,Verint Systems,|Technology|Software|,Technology,USA,NY,Long Island,Melville,2011-07-19,2011-07,2011-Q3,2011.0,56500000,USD,16300000
469,/organization/wanova,Wanova,|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Campbell,/organization/vmware,VMware,|Software|,Software,USA,CA,SF Bay Area,Palo Alto,2012-05-22,2012-05,2012-Q2,2012.0,75000000,USD,23000000
472,/organization/waze,Waze,|Navigation|Transportation|,Transportation,USA,CA,SF Bay Area,Palo Alto,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2013-06-11,2013-06,2013-Q2,2013.0,996000000,USD,67000000
473,/organization/freewebs,Webs,|Curated Web|,Curated Web,USA,MD,"Washington, D.C.",Silver Spring,/organization/vistaprint,Vistaprint,|Publishing|Advertising|,Publishing,USA,FL,Palm Beaches,Boca Raton,2011-12-19,2011-12,2011-Q4,2011.0,117500000,USD,12000000
474,/organization/wetpaint,Wetpaint,|Web Tools|Curated Web|,Web Tools,USA,WA,Seattle,Seattle,/organization/viggle,"Viggle, Inc.",|Multi-level Marketing|Digital Entertainment|,Multi-level Marketing,USA,NY,New York City,New York,2013-12-16,2013-12,2013-Q4,2013.0,30000000,USD,39750000
477,/organization/where-com,Where,|E-Commerce|,E-Commerce,USA,MA,Boston,Boston,/organization/paypal,PayPal,|Payments|P2P Money Transfer|E-Commerce|Databases|Finance|,Payments,USA,CA,SF Bay Area,San Jose,2011-01-01,2011-01,2011-Q1,2011.0,135000000,USD,27100000
478,/organization/where-com,Where,|E-Commerce|,E-Commerce,USA,MA,Boston,Boston,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2011-04-01,2011-04,2011-Q2,2011.0,135000000,USD,27100000
479,/organization/whiptail,WhipTail,|Storage|Enterprise Software|,Storage,USA,NJ,Newark,Whippany,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Enterprise Software,USA,CA,SF Bay Area,San Jose,2013-09-11,2013-09,2013-Q3,2013.0,415000000,USD,31000000
480,/organization/wichorus,WiChorus,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,San Jose,/organization/tellabs,Tellabs,|Public Relations|,Public Relations,USA,IL,Chicago,Naperville,2009-10-22,2009-10,2009-Q4,2009.0,165000000,USD,27500000
481,/organization/widevine,Widevine Technologies,|Consumer Electronics|Internet TV|Digital Rights Management|Games|,Consumer Electronics,USA,WA,Seattle,Seattle,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2010-12-16,2010-12,2010-Q4,2010.0,160000000,USD,25800000
483,/organization/wildfire-interactive,"Wildfire, a division of Google",|Advertising|Sales and Marketing|Social Media|Enterprise Software|,Social Media,USA,CA,SF Bay Area,Redwood City,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Service Provider,USA,CA,SF Bay Area,Mountain View,2012-07-31,2012-07,2012-Q3,2012.0,350000000,USD,14000000
484,/organization/worklight,Worklight,|Mobile|,Mobile,USA,NY,New York City,New York,/organization/ibm,IBM,|Software|,Software,USA,NY,New York City,Armonk,2012-01-31,2012-01,2012-Q1,2012.0,70000000,USD,17100000
486,/organization/xobni,Xobni,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2013-07-08,2013-07,2013-Q3,2013.0,48000000,USD,41660000
492,/organization/zep-solar,Zep Solar,|Renewable Energies|Solar|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,San Rafael,/organization/solarcity,SolarCity,|Construction|Clean Technology|,Construction,USA,CA,SF Bay Area,San Mateo,2013-10-09,2013-10,2013-Q4,2013.0,158000000,USD,10571182
493,/organization/zimbra,Zimbra,|Collaboration|Productivity Software|Web Development|Email|Software|,Productivity Software,USA,CA,SF Bay Area,Palo Alto,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Service Provider,USA,CA,SF Bay Area,Sunnyvale,2007-09-01,2007-09,2007-Q3,2007.0,350000000,USD,14500000
