,company_permalink,company_name,company_category_list,company_market,company_country_code,company_state_code,company_region,company_city,acquirer_permalink,acquirer_name,acquirer_category_list,acquirer_market,acquirer_country_code,acquirer_state_code,acquirer_region,acquirer_city,acquired_at,acquired_month,acquired_quarter,acquired_year,price_amount,price_currency_code
9967,/organization/scout-analytics,Scout Analytics,|Business Intelligence|SaaS|Analytics|Software|,Software,USA,WA,Seattle,Issaquah,/organization/servicesource,ServiceSource,|Health Care|Business Services|Life Sciences|SaaS|Technology|Services|Cloud Computing|Tech Field Support|Software|,Health Care,USA,CA,SF Bay Area,San Francisco,2014-01-22,2014-01,2014-Q1,2014.0,32000000,USD
9968,/organization/scoutlabs,Scout Labs,|Tracking|Search|Brand Marketing|Social Media|Enterprise Software|,Tracking,USA,CA,SF Bay Area,San Francisco,/organization/lithiumtechnologies,Lithium Technologies,|Social CRM|Software|,Software,USA,CA,SF Bay Area,San Francisco,2010-05-01,2010-05,2010-Q2,2010.0,22500000,USD
9974,/organization/screamin-daily-deals,Screamin Daily Deals,|Curated Web|,Curated Web,USA,CA,"Orange County, California",San Juan Capistrano,/organization/local-com,Local.com,|Advertising|,Advertising,USA,CA,Anaheim,Irvine,2011-07-11,2011-07,2011-Q3,2011.0,32500000,USD
9980,/organization/screenvision,Screenvision,|Mobile Advertising|Media|Advertising|,Advertising,USA,NY,New York City,New York,/organization/national-cinemedia,National Cinemedia,|Advertising|,Advertising,USA,CO,Denver,Centennial,2014-05-05,2014-05,2014-Q2,2014.0,375000000,USD
9994,/organization/seamicro,SeaMicro,|Web Hosting|,Web Hosting,USA,CA,SF Bay Area,Sunnyvale,/organization/amd,AMD,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Sunnyvale,2012-03-23,2012-03,2012-Q1,2012.0,334000000,USD
10000,/organization/searchamerica,SearchAmerica,|Enterprise Software|,Enterprise Software,USA,MN,Minneapolis,Maple Grove,/organization/experian,Experian,|Credit|Curated Web|,Curated Web,USA,CA,Anaheim,Costa Mesa,2008-12-10,2008-12,2008-Q4,2008.0,90000000,USD
10005,/organization/seatme,SeatMe,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/yelp,Yelp,|Customer Service|Reviews and Recommendations|Search|,Customer Service,USA,CA,SF Bay Area,San Francisco,2013-07-18,2013-07,2013-Q3,2013.0,12700000,USD
10010,/organization/second-porch,Second Porch,|Vacation Rentals|Real Estate|,Vacation Rentals,USA,OR,"Portland, Oregon",Portland,/organization/homeaway,HomeAway,|Technology|Advertising|Vacation Rentals|Travel|,Technology,USA,TX,Austin,Austin,2011-05-11,2011-05,2011-Q2,2011.0,3000000,USD
10023,/organization/secureinfo,SecureInfo,|Software|,Software,USA,VA,"Washington, D.C.",Reston,/organization/kratos-defense-and-security-solutions,Kratos Defense and Security Solutions,|Consulting|,Consulting,USA,CA,San Diego,San Diego,2011-11-15,2011-11,2011-Q4,2011.0,17500000,USD
10026,/organization/securent,Securent,|Software|,Software,USA,CA,SF Bay Area,Mountain View,/organization/cisco,Cisco,|Software|Hardware|Networking|Web Hosting|,Software,USA,CA,SF Bay Area,San Jose,2007-11-01,2007-11,2007-Q4,2007.0,100000000,USD
10037,/organization/seebeyond-technology,SeeBeyond Technology,|Software|,Software,USA,CA,Los Angeles,Monrovia,/organization/sun-microsystems,Sun Microsystems,|Software|Hardware|Computers|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Santa Clara,2005-06-28,2005-06,2005-Q2,2005.0,387000000,USD
10039,/organization/seed-labs,Seed Labs,|Events|Social Media|Application Platforms|,Events,USA,VA,"Washington, D.C.",Mclean,/organization/cvent,Cvent,|Event Management|Software|,Event Management,USA,VA,"Washington, D.C.",Mclean,2012-06-13,2012-06,2012-Q2,2012.0,4200000,USD
10050,/organization/seismic,Seismic,|Information Services|Cyber|Small and Medium Businesses|,Small and Medium Businesses,USA,MD,Baltimore,Hanover,/organization/applied-signal-technology,Applied Signal Technology,|Software|,Software,USA,CA,SF Bay Area,Sunnyvale,2010-04-28,2010-04,2010-Q2,2010.0,25000000,USD
10064,/organization/semequip,SemEquip,|Semiconductors|,Semiconductors,USA,MA,Boston,North Billerica,/organization/ceradyne,Ceradyne,|Software|,Software,USA,CA,Anaheim,Costa Mesa,2008-07-08,2008-07,2008-Q3,2008.0,125000000,USD
10065,/organization/semicoa,SEMICOA,|Semiconductors|,Semiconductors,USA,CA,Anaheim,Costa Mesa,/organization/microsemi-corporation,Microsemi,|Semiconductors|,Semiconductors,USA,CA,Anaheim,Aliso Viejo,2008-07-15,2008-07,2008-Q3,2008.0,27860000,USD
10070,/organization/semprus-biosciences,Semprus BioSciences,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/teleflex,Teleflex,|Medical Devices|,Medical Devices,USA,PA,Philadelphia,Royersford,2012-06-25,2012-06,2012-Q2,2012.0,30000000,USD
10071,/organization/semtek-innovative-technologies-corporation,Semtek Innovative Solutions,|Hardware + Software|,Hardware + Software,USA,CA,San Diego,San Diego,/organization/verifone,VeriFone,|Payments|Hardware + Software|,Payments,USA,CA,SF Bay Area,San Jose,2010-09-09,2010-09,2010-Q3,2010.0,18000000,USD
10080,/organization/sendmail,Sendmail,|Software|,Software,USA,CA,SF Bay Area,Emeryville,/organization/proofpoint,Proofpoint,|Software|Technology|Enterprise Software|,Software,USA,CA,SF Bay Area,Sunnyvale,2013-10-01,2013-10,2013-Q4,2013.0,23000000,USD
10083,/organization/sendori,Sendori,|Internet Marketing|Enterprise Software|,Internet Marketing,USA,CA,SF Bay Area,Oakland,/organization/ask-com,Ask.com,|Search|Social Media|,Social Media,USA,CA,SF Bay Area,Oakland,2009-01-22,2009-01,2009-Q1,2009.0,25000000,USD
10085,/organization/senior-home-care,Senior Home Care,|Health and Wellness|,Health and Wellness,USA,FL,Tampa,Clearwater,/organization/kindred-healthcare,Kindred Healthcare,|Health and Wellness|,Health and Wellness,USA,KY,Louisville,Louisville,2013-11-04,2013-11,2013-Q4,2013.0,95000000,USD
10092,/organization/sensigen,SensiGen,|Biotechnology|,Biotechnology,USA,MI,Detroit,Ann Arbor,/organization/sequenom,Sequenom,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,2009-01-27,2009-01,2009-Q1,2009.0,8700000,USD
10099,/organization/sensor-technologies,Sensor Technologies,|Software|,Software,USA,NJ,Newark,Red Bank,/organization/mantech,ManTech,|Services|Security|,Services,USA,DC,"Washington, D.C.",Washington,2009-12-21,2009-12,2009-Q4,2009.0,242000000,USD
10103,/organization/sensoryeffects,SensoryEffects,|Hospitality|,Hospitality,USA,MO,St. Louis,St Louis,/organization/balchem,Balchem,|Chemicals|,Chemicals,USA,NY,New York City,New Hampton,2014-04-01,2014-04,2014-Q2,2014.0,567000000,USD
10116,/organization/sequal-technologies,SeQual Technologies,|Hardware + Software|,Hardware + Software,USA,CA,San Diego,San Diego,/organization/caire,Caire,|Hardware + Software|,Hardware + Software,USA,GA,GA - Other,Ball Ground,2010-12-03,2010-12,2010-Q4,2010.0,40000000,USD
10119,/organization/sequoia-golf,Sequoia Golf,|Sports|,Sports,USA,GA,Atlanta,Atlanta,/organization/clubcorp,ClubCorp Holdings,|Communities|Resorts|Hotels|,Communities,USA,TX,Dallas,Dallas,2014-08-13,2014-08,2014-Q3,2014.0,265000000,USD
10120,/organization/seragon-pharmaceuticals,Seragon Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/genentech,Genentech,|Biotechnology|,Biotechnology,USA,CA,SF Bay Area,South San Francisco,2014-07-01,2014-07,2014-Q3,2014.0,725000000,USD
10133,/organization/serverbeach,ServerBeach,|Web Hosting|,Web Hosting,USA,TX,San Antonio,San Antonio,/organization/peer-1,PEER 1 Hosting,|Content Delivery|Networking|Security|Flash Storage|Data Centers|Services|Web Hosting|,Flash Storage,CAN,BC,Vancouver,Vancouver,2004-10-01,2004-10,2004-Q4,2004.0,7500000,USD
10134,/organization/serverengines,ServerEngines,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,/organization/emulex,Emulex,|Software|,Software,USA,CA,Anaheim,Costa Mesa,2010-06-07,2010-06,2010-Q2,2010.0,283140000,USD
10140,/organization/servidyne,Servidyne,|Enterprise Software|,Enterprise Software,USA,GA,Atlanta,Atlanta,/organization/scienergy,SCIenergy,|Clean Technology|,Clean Technology,USA,TX,Dallas,Dallas,2011-06-27,2011-06,2011-Q2,2011.0,12900000,USD
10150,/organization/severstal,Severstal,|Advanced Materials|Industrial|,Industrial,USA,MS,Tupelo,Columbus,/organization/steel-dynamics,Steel Dynamics,|Mining Technologies|,Mining Technologies,USA,IN,Fort Wayne,Fort Wayne,2014-07-21,2014-07,2014-Q3,2014.0,1625000000,USD
10156,/organization/sg2-2,Sg2,|Health Care|Analytics|,Analytics,USA,IL,Chicago,Skokie,/organization/medassets,MedAssets,|Software|,Software,USA,GA,Atlanta,Alpharetta,2014-08-13,2014-08,2014-Q3,2014.0,142000000,USD
10159,/organization/sgx-pharmaceuticals,SGX Pharmaceuticals,|Biotechnology|,Biotechnology,USA,CA,San Diego,San Diego,/organization/eli-lilly,Eli Lilly,|Biotechnology|,Biotechnology,USA,IN,Indianapolis,Indianapolis,2008-07-08,2008-07,2008-Q3,2008.0,66200000,USD
10173,/organization/shape-pharmaceuticals,Shape Pharmaceuticals,|Biotechnology|,Biotechnology,USA,MA,Boston,Cambridge,/organization/tetralogic-pharmaceuticals,TetraLogic Pharmaceuticals,|Health Care|Biotechnology|,Health Care,USA,PA,Philadelphia,Malvern,2014-04-08,2014-04,2014-Q2,2014.0,13000000,USD
10183,/organization/sharpspring,SharpSpring,|Marketing Automation|,Marketing Automation,USA,FL,Gainesville,Gainesville,/organization/smtp-com,SMTP,|Email Marketing|Messaging|,Email Marketing,USA,MA,Boston,Cambridge,2014-08-15,2014-08,2014-Q3,2014.0,15000000,USD
10208,/organization/shipworks,ShipWorks,|E-Commerce|Online Rental|Software|,Online Rental,USA,MO,St. Louis,St Louis,/organization/stamps-com,Stamps.com,|Business Services|Shipping|E-Commerce|,Business Services,USA,CA,Los Angeles,El Segundo,2014-10-20,2014-10,2014-Q4,2014.0,22000000,USD
10231,/organization/shopping-com,Shopping.com,|Shopping|Curated Web|,Shopping,USA,CA,SF Bay Area,Brisbane,/organization/ebay,eBay,|Internet|Business Services|All Markets|Search|Auctions|E-Commerce|,Business Services,USA,CA,SF Bay Area,San Jose,2005-06-02,2005-06,2005-Q2,2005.0,620000000,USD
10240,/organization/shoretel,ShoreTel,|VoIP|Telecommunications|Hardware + Software|,VoIP,USA,CA,SF Bay Area,Sunnyvale,/organization/mitel-networks-corporation,Mitel Networks Corporation,|Virtualization|Unifed Communications|Public Relations|,Public Relations,CAN,ON,Kanata,Kanata,2014-11-10,2014-11,2014-Q4,2014.0,547000000,USD
10248,/organization/shunra-software,Shunra Software,|Virtualization|Services|Information Technology|,Services,USA,PA,Philadelphia,Philadelphia,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2013-05-01,2013-05,2013-Q2,2013.0,25000000,USD
10252,/organization/sibeam,SiBEAM,|Semiconductors|Mobile|,Mobile,USA,CA,SF Bay Area,Sunnyvale,/organization/silicon-image,Silicon Image,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Sunnyvale,2011-04-14,2011-04,2011-Q2,2011.0,25500000,USD
10259,/organization/sidestep,SideStep,|Ticketing|Hotels|Travel|,Hotels,USA,CA,SF Bay Area,Santa Clara,/organization/kayak,KAYAK,|Travel|Search|,Travel,USA,CT,Hartford,Stamford,2007-12-01,2007-12,2007-Q4,2007.0,180000000,USD
10261,/organization/siebel,Siebel Systems,|CRM|Software|,CRM,USA,CA,SF Bay Area,Redwood Shores,/organization/oracle,Oracle Corporation,|Software|Hardware|Enterprise Software|,Enterprise Software,USA,CA,SF Bay Area,Redwood City,2006-01-31,2006-01,2006-Q1,2006.0,5850000000,USD
10265,/organization/sierra-design-automation,Sierra Design Automation,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/mentor-graphics,Mentor Graphics,|Software|,Software,USA,OR,"Portland, Oregon",Wilsonville,2007-06-11,2007-06,2007-Q2,2007.0,100000000,USD
10266,/organization/sierra-monolithics,Sierra Monolithics,|Public Relations|,Public Relations,USA,CA,Los Angeles,Redondo Beach,/organization/semtech,Semtech,|Semiconductors|,Semiconductors,USA,CA,Santa Barbara,Camarillo,2009-11-19,2009-11,2009-Q4,2009.0,180000000,USD
10267,/organization/sierra-trading-post,Sierra Trading Post,|Retail|,Retail,USA,WY,Cheyenne,Cheyenne,/organization/the-tjx-companies-inc,The TJX Companies,|Retail|,Retail,USA,MA,Boston,Framingham,2012-12-21,2012-12,2012-Q4,2012.0,200000000,USD
10271,/organization/sige-semiconductor,SiGe Semiconductor,|Semiconductors|,Semiconductors,CAN,ON,Ottawa,Ottawa,/organization/skyworks-solutions,Skyworks Solutions,|Semiconductors|,Semiconductors,USA,MA,Boston,Woburn,2011-05-17,2011-05,2011-Q2,2011.0,275000000,USD
10274,/organization/sightspeed,SightSpeed,|Mac|Computers|Technology|Video Chat|Peer-to-Peer|VoIP|Software|,VoIP,USA,CA,SF Bay Area,Berkeley,/organization/logitech,Logitech,|Hardware|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2008-11-01,2008-11,2008-Q4,2008.0,30000000,USD
10277,/organization/signaldemand,SignalDemand,|Software|,Software,USA,CA,SF Bay Area,San Francisco,/organization/pros-holdings,PROS Holdings,|Technology|Software|,Technology,USA,TX,Houston,Houston,2013-12-18,2013-12,2013-Q4,2013.0,13500000,USD
10283,/organization/signode-industrial-group,Signode Industrial Group,|Industrial|Manufacturing|,Manufacturing,USA,IL,Chicago,Glenview,/organization/carlyle-group,Carlyle Group,|Investment Management|,Investment Management,USA,DC,"Washington, D.C.",Washington,2014-05-02,2014-05,2014-Q2,2014.0,3200000000,USD
10285,/organization/siimpel-corporation,Siimpel Corporation,|Hardware + Software|,Hardware + Software,USA,CA,Los Angeles,Arcadia,/organization/tessera-technologies,Tessera Technologies,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,2010-05-05,2010-05,2010-Q2,2010.0,15000000,USD
10287,/organization/silevo,Silevo,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,Fremont,/organization/solarcity,SolarCity,|Construction|Clean Technology|,Construction,USA,CA,SF Bay Area,San Mateo,2014-06-17,2014-06,2014-Q2,2014.0,200000000,USD
10298,/organization/siliconblue-technologies,SiliconBlue Technologies,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Santa Clara,/organization/lattice-semiconductor,Lattice Semiconductor,|Semiconductors|,Semiconductors,USA,OR,"Portland, Oregon",Hillsboro,2011-12-08,2011-12,2011-Q4,2011.0,62000000,USD
10299,/organization/siliconstor,SiliconStor,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,Fremont,/organization/lsi,LSI,|Semiconductors|Video|Hardware + Software|,Semiconductors,USA,CA,SF Bay Area,Milpitas,2007-02-16,2007-02,2007-Q1,2007.0,55000000,USD
10303,/organization/silver-tail-systems,Silver Tail Systems,|Software|Fraud Detection|Security|Analytics|,Fraud Detection,USA,CA,SF Bay Area,Menlo Park,/organization/emc,EMC,|Big Data|Infrastructure|Enterprise Software|,Big Data,USA,MA,Boston,Hopkinton,2012-10-30,2012-10,2012-Q4,2012.0,250000000,USD
10308,/organization/silversky,Silversky,|Information Technology|Network Security|Security|Software|,Information Technology,USA,CT,Hartford,Milford,/organization/bae-systems,BAE Systems,|Transportation|Manufacturing|,Transportation,USA,MD,"Washington, D.C.",Rockville,2014-10-21,2014-10,2014-Q4,2014.0,232500000,USD
10312,/organization/simbionix,Simbionix,|Medical Devices|Health and Wellness|,Medical Devices,USA,OH,Cleveland,Cleveland,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,2014-07-31,2014-07,2014-Q3,2014.0,120000000,USD
10313,/organization/simbionix,Simbionix,|Medical Devices|Health and Wellness|,Medical Devices,USA,OH,Cleveland,Cleveland,/organization/3d-systems,3D Systems,|Software|,Software,USA,SC,SC - Other,Rock Hill,2014-01-30,2014-01,2014-Q1,2014.0,120000000,USD
10320,/organization/simplestar,Simple Star,|Photography|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/sonic-solutions,Sonic Solutions,|Software|,Software,USA,CA,SF Bay Area,Novato,2008-04-29,2008-04,2008-Q2,2008.0,6000000,USD
10327,/organization/simplicity-bancorp,Simplicity Bancorp,|Banking|Financial Services|,Banking,USA,CA,Ontario - Inland Empire,Covina,/organization/homestreet,HomeStreet,|Finance|,Finance,USA,WA,Seattle,Seattle,2014-09-29,2014-09,2014-Q3,2014.0,130000000,USD
10331,/organization/simtek,SIMTEK,|Semiconductors|,Semiconductors,USA,CO,Colorado Springs,Colorado Springs,/organization/cypress-semiconductor,Cypress Semiconductor,|Semiconductors|,Semiconductors,USA,CA,SF Bay Area,San Jose,2008-08-01,2008-08,2008-Q3,2008.0,43970000,USD
10346,/organization/siperian,Siperian,|Analytics|,Analytics,USA,CA,SF Bay Area,Foster City,/organization/informatica,Informatica,|Big Data Analytics|Mobile Devices|Cloud Computing|Data Integration|Software|,Mobile Devices,USA,CA,SF Bay Area,Redwood City,2010-01-29,2010-01,2010-Q1,2010.0,130000000,USD
10356,/organization/sirtris-pharmaceuticals,Sirtris Pharmaceuticals,|Health Care|Pharmaceuticals|Biotechnology|,Pharmaceuticals,USA,MA,Boston,Cambridge,/organization/glaxosmithkline,GlaxoSmithKline,|Health Care|Health and Wellness|Pharmaceuticals|Biotechnology|,Health Care,USA,NJ,Newark,Middlesex,2008-04-22,2008-04,2008-Q2,2008.0,720000000,USD
10359,/organization/site-scout,Site Scout,|Auctions|Advertising|,Auctions,CAN,ON,Toronto,Toronto,/organization/centro,Centro,|Media|Sales and Marketing|Advertising|,Media,USA,IL,Chicago,Chicago,2013-11-05,2013-11,2013-Q4,2013.0,40000000,USD
10366,/organization/sitescout,SiteScout,|Software|,Software,USA,WA,Seattle,Seattle,/organization/centro,Centro,|Media|Sales and Marketing|Advertising|,Media,USA,IL,Chicago,Chicago,2013-11-05,2013-11,2013-Q4,2013.0,40000000,USD
10372,/organization/siuslaw-bank,Siuslaw Bank,|Financial Services|Banking|,Banking,USA,OR,Eugene,Florence,/organization/banner-bank,Banner Bank,|Finance|Banking|Financial Services|,Banking,USA,WA,WA - Other,Walla Walla,2014-08-08,2014-08,2014-Q3,2014.0,57500000,USD
10397,/organization/skybox-imaging,Skybox Imaging,|Aerospace|Big Data|,Aerospace,USA,CA,SF Bay Area,Mountain View,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2014-06-10,2014-06,2014-Q2,2014.0,500000000,USD
10399,/organization/skyfence,SkyFence,|Network Security|Cloud Security|Security|,Security,USA,CA,SF Bay Area,Palo Alto,/organization/imperva,Imperva,|Software|Security|,Software,USA,CA,SF Bay Area,Redwood City,2014-02-07,2014-02,2014-Q1,2014.0,60000000,USD
10409,/organization/skywave-mobile,SkyWave Mobile,|Tracking|Gps|Mobile|,Gps,CAN,ON,Ottawa,Ottawa,/organization/orbcomm,ORBCOMM,|Telecommunications|,Telecommunications,USA,NJ,Newark,Rochelle Park,2014-11-06,2014-11,2014-Q4,2014.0,130000000,USD
10412,/organization/slashdot-media,Slashdot Media,|Media|Advertising|,Media,USA,CA,SF Bay Area,San Francisco,/organization/dice-holdings,Dice Holdings,|Business Services|Recruiting|Curated Web|,Business Services,USA,NY,New York City,New York,2012-09-01,2012-09,2012-Q3,2012.0,20000000,USD
10421,/organization/slide,Slide,|Software|Social Network Media|Photography|Web Tools|Public Relations|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/google,Google,|Software|Video Streaming|Information Technology|Blogging Platforms|Email|Search|,Software,USA,CA,SF Bay Area,Mountain View,2010-08-06,2010-08,2010-Q3,2010.0,182000000,USD
10423,/organization/slideshare,SlideShare,|Curated Web|,Curated Web,USA,CA,SF Bay Area,San Francisco,/organization/linkedin,LinkedIn,|Social Recruiting|Software|Networking|Social Media|,Software,USA,CA,SF Bay Area,Mountain View,2012-05-03,2012-05,2012-Q2,2012.0,119000000,USD
10424,/organization/slim-devices,Slim Devices,|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Mountain View,/organization/logitech,Logitech,|Hardware|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Fremont,2006-10-19,2006-10,2006-Q4,2006.0,20000000,USD
10425,/organization/slingmedia,Sling Media,|Television|Hardware + Software|,Hardware + Software,USA,CA,SF Bay Area,Foster City,/organization/echostar,EchoStar,|Hardware + Software|,Hardware + Software,USA,CO,Denver,Englewood,2007-09-24,2007-09,2007-Q3,2007.0,380000000,USD
10437,/organization/small-bone-innovations,Small Bone Innovations,|Health Care|,Health Care,USA,PA,Philadelphia,Morrisville,/organization/stryker,Stryker,|Biotechnology|,Biotechnology,USA,MI,Kalamazoo,Kalamazoo,2014-06-30,2014-06,2014-Q2,2014.0,375000000,USD
10441,/organization/smart-button,Smart Button,|Software|,Software,USA,DE,"Wilmington, Delaware",Newark,/organization/aimia-inc,Aimia,|Enterprise Software|,Enterprise Software,CAN,QC,QC - Other,Montréal-est,2013-07-23,2013-07,2013-Q3,2013.0,18000000,USD
10446,/organization/smart-storage-systems,SMART Storage Systems,|Software|,Software,USA,CA,SF Bay Area,Newark,/organization/sandisk,SanDisk,|Curated Web|,Curated Web,USA,CA,SF Bay Area,Milpitas,2013-07-02,2013-07,2013-Q3,2013.0,307000000,USD
10449,/organization/smartcells,SmartCells,|Biotechnology|,Biotechnology,USA,MA,Boston,Beverly,/organization/merck-co-inc,Merck & Co.,|Health and Wellness|Pharmaceuticals|Biotechnology|,Biotechnology,USA,NJ,NJ - Other,Whitehouse Station,2010-12-02,2010-12,2010-Q4,2010.0,500000000,USD
10453,/organization/smarterer,Smarterer,|Human Resources|Education|Enterprise Software|,Human Resources,USA,MA,Boston,Boston,/organization/pluralsight,Pluralsight,|Education|,Education,USA,UT,UT - Other,Cedar Valley,2014-11-19,2014-11,2014-Q4,2014.0,75000000,USD
10466,/organization/smartsynch,SmartSynch,|Web Hosting|,Web Hosting,USA,MS,Jackson,Jackson,/organization/itron,Itron,|Water|Clean Energy|Clean Technology|,Water,USA,WA,WA - Other,Liberty Lake,2012-02-15,2012-02,2012-Q1,2012.0,100000000,USD
10478,/organization/smp-data-communications,SMP Data Communications,|Hardware + Software|,Hardware + Software,USA,NC,Asheville,Swannanoa,/organization/optical-cable,Optical Cable,|Public Relations|,Public Relations,USA,VA,Roanoke,Roanoke,2008-12-04,2008-12,2008-Q4,2008.0,11800000,USD
10482,/organization/smsc,SMSC,|Semiconductors|,Semiconductors,USA,NY,Long Island,Hauppauge,/organization/microchip-technology,Microchip Technology,|Semiconductors|,Semiconductors,USA,AZ,Phoenix,Chandler,2012-05-02,2012-05,2012-Q2,2012.0,939000000,USD
10486,/organization/snapfish,Snapfish,|Photography|,Photography,USA,CA,SF Bay Area,San Francisco,/organization/hewlett-packard,Hewlett-Packard,|Information Technology|Curated Web|,Curated Web,USA,CA,SF Bay Area,Palo Alto,2005-04-01,2005-04,2005-Q2,2005.0,300000000,USD
10487,/organization/snapin-software,SNAPin Software,|Software|,Software,USA,WA,Seattle,Bellevue,/organization/nuance,Nuance Communications,|Software|,Software,USA,MA,Boston,Burlington,2008-08-13,2008-08,2008-Q3,2008.0,204260000,USD
10497,/organization/snapvine,Snapvine,|Mobile|Audio|Messaging|,Messaging,USA,WA,Seattle,Seattle,/organization/whitepages-com,Whitepages,|Identity Management|Fraud Detection|Travel|Search|Curated Web|,Fraud Detection,USA,WA,Seattle,Seattle,2008-06-01,2008-06,2008-Q2,2008.0,10000000,USD
10502,/organization/snip-it,Snip.it,|Media|Collectibles|Information Technology|News|Startups|Content|Curated Web|,Media,USA,CA,SF Bay Area,San Francisco,/organization/yahoo,Yahoo!,|Photography|Email|Portals|Search|Curated Web|,Photography,USA,CA,SF Bay Area,Sunnyvale,2013-01-22,2013-01,2013-Q1,2013.0,10000000,USD
10509,/organization/so-delicious-dairy-free,So Delicious Dairy Free,|Lifestyle|Food Processing|Specialty Foods|,Lifestyle,USA,OR,Eugene,Springfield,/organization/whitewave-foods,WhiteWave Foods,|Specialty Foods|Consumer Goods|Hospitality|,Consumer Goods,USA,CO,Denver,Broomfield,2014-09-17,2014-09,2014-Q3,2014.0,195000000,USD
10551,/organization/socialmedia,SocialMedia.com,|Facebook Applications|Social Media|Advertising|,Facebook Applications,USA,CA,SF Bay Area,San Francisco,/organization/livingsocial,LivingSocial,|Social Commerce|Group Buying|Networking|E-Commerce|,E-Commerce,USA,DC,"Washington, D.C.",Washington,2011-04-15,2011-04,2011-Q2,2011.0,3000000,USD
10560,/organization/society6,Society6,|E-Commerce|,E-Commerce,USA,CA,Los Angeles,Santa Monica,/organization/demandmedia,Demand Media,|Social Media|Music|Content|News|,Social Media,USA,CA,Los Angeles,Santa Monica,2013-06-24,2013-06,2013-Q2,2013.0,94000000,USD
10564,/organization/socrative,Socrative,|Skill Assessment|Education|,Education,USA,MA,Boston,Cambridge,/organization/masteryconnect,MasteryConnect,|High Schools|Skill Assessment|K-12 Education|Education|,Education,USA,UT,Salt Lake City,Sandy,2014-06-19,2014-06,2014-Q2,2014.0,5000000,USD
10578,/organization/softimage,SoftImage,|Software|,Software,CAN,QC,Montreal,Montréal,/organization/autodesk,Autodesk,|Software|,Software,USA,CA,SF Bay Area,San Rafael,2008-10-23,2008-10,2008-Q4,2008.0,35000000,USD
10593,/organization/solaicx,Solaicx,|Clean Technology|,Clean Technology,USA,CA,SF Bay Area,Santa Clara,/organization/memc-electronic-materials,MEMC Electronic Materials,|Semiconductors|,Semiconductors,USA,MO,MO - Other,O Fallon,2010-05-24,2010-05,2010-Q2,2010.0,66000000,USD
10595,/organization/solana-surgical,Solana Surgical,|Biotechnology|,Biotechnology,USA,TN,Memphis,Memphis,/organization/wright-medical-group,Wright Medical Group,|Health Care|,Health Care,USA,TN,Memphis,Arlington,2014-02-02,2014-02,2014-Q1,2014.0,90000000,USD
10597,/organization/solar-integrated-technologies,Solar Integrated Technologies,|Clean Technology|,Clean Technology,USA,CA,Los Angeles,Los Angeles,/organization/energy-conversion-devices,Energy Conversion Devices,|Hardware + Software|,Hardware + Software,USA,MI,Detroit,Rochester Hills,2009-08-19,2009-08,2009-Q3,2009.0,16300000,USD
10617,/organization/soliant-energy,Soliant Energy,|Clean Technology|,Clean Technology,USA,CA,Los Angeles,Monrovia,/organization/emcore,Emcore,|Semiconductors|,Semiconductors,USA,NM,Albuquerque,Albuquerque,2011-03-28,2011-03,2011-Q1,2011.0,450000,USD
10619,/organization/solid-concepts-inc,Solid Concepts Inc.,|Manufacturing|,Manufacturing,USA,CA,Los Angeles,Valencia,/organization/stratasys,Stratasys,|3D Printing|Product Design|Manufacturing|,Product Design,USA,MN,Minneapolis,Minneapolis,2014-04-04,2014-04,2014-Q2,2014.0,295000000,USD
10622,/organization/solidcore-systems,Solidcore Systems,|Software|,Software,USA,CA,SF Bay Area,Cupertino,/organization/mcafee,McAfee,|Security|,Security,USA,CA,SF Bay Area,Santa Clara,2009-05-15,2009-05,2009-Q2,2009.0,47000000,USD
10627,/organization/solstas-lab-partners,Solstas Lab Partners,|Biotechnology|,Biotechnology,USA,NC,Greensboro,Greensboro,/organization/quest-diagnostics,Quest Diagnostics,|Health Care|,Health Care,USA,NJ,Newark,Madison,2014-01-22,2014-01,2014-Q1,2014.0,570000000,USD
